Molecule,Prior_Up_Down,Type,Organ,Species,PMID,ID
Usp7,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Usp9x,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Usp9y,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Vamp4,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Vapa,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Vbp1,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Vegfb,Down,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Vegfb,Down,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Vezf1,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Vgf,Down,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Vps13a,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Vps28,Down,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Vps29,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Vps35,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Vps51,Down,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Vstm2a,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Vta1,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Wasf1,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Wasl,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Wdr26,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Wdr43,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Wdr47,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Wscd2,Down,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Wwc2,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Xpot,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Yes1,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Yipf4,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Yme1l1,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Ypel3,Down,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Ywhab,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Ywhag,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Zbtb38,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Zbtb8os,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Zc3h15,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Zdhhc17,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Zfp106,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Zfp219,Down,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Zfp292,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Zfp365,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Zfp385a,Down,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Zfp638,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Zfp706,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Zfp711,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Zfr,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Zfyve27,Down,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Zhx1,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Zic1,Down,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Zmiz2,Down,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Zmym2,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Zmym5,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Zmynd11,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Zmynd11,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Zranb2,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Zyg11b,Up,mRNA,Brain,Greater horseshoe bat,https://pubmed.ncbi.nlm.nih.gov/25251558/,Mouse_gene_symbol
Hdac1,Up,Protein,BAT,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/25192827/,Mouse_gene_symbol
Hdac4,Up,Protein,BAT,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/25192827/,Mouse_gene_symbol
Mbd1,Up,Protein,BAT,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/25192827/,Mouse_gene_symbol
Cbx5,Up,Protein,BAT,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/25192827/,Mouse_gene_symbol
Il10,Down,Protein,Lung,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/25046152/,Mouse_gene_symbol
Trp53bp2,Up,mRNA,Liver,Golden-mantled ground squirrel,https://pubmed.ncbi.nlm.nih.gov/25031456/,Mouse_gene_symbol
Mdm4,Down,Protein,Liver,Golden-mantled ground squirrel,https://pubmed.ncbi.nlm.nih.gov/25031456/,Mouse_gene_symbol
Mdm2,Down,Protein,Liver,Golden-mantled ground squirrel,https://pubmed.ncbi.nlm.nih.gov/25031456/,Mouse_gene_symbol
Rpl26,Up,Protein,Liver,Golden-mantled ground squirrel,https://pubmed.ncbi.nlm.nih.gov/25031456/,Mouse_gene_symbol
Capn1,Up,Protein,Muscle,Daurian ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24937257/,Mouse_gene_symbol
miR-125b,Down,miRNA,BAT,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24929089/,miRNA
miR-150,Down,miRNA,BAT,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24929089/,miRNA
Cysteine,Down,Metabolite,Blood,Brown bear,https://pubmed.ncbi.nlm.nih.gov/24909614/,Compound
Glutathione,Down,Metabolite,Blood,Brown bear,https://pubmed.ncbi.nlm.nih.gov/24909614/,Compound
Glutathione,Up,Metabolite,Red blood cell,Brown bear,https://pubmed.ncbi.nlm.nih.gov/24909614/,Compound
Gria1,Up,mRNA,Brain,Syrian hamster,https://pubmed.ncbi.nlm.nih.gov/24880241/,Mouse_gene_symbol
Dlg1,Up,mRNA,Brain,Syrian hamster,https://pubmed.ncbi.nlm.nih.gov/24880241/,Mouse_gene_symbol
Gria2,Down,mRNA,Brain,Syrian hamster,https://pubmed.ncbi.nlm.nih.gov/24880241/,Mouse_gene_symbol
Pick1,Down,mRNA,Brain,Syrian hamster,https://pubmed.ncbi.nlm.nih.gov/24880241/,Mouse_gene_symbol
miR-29a,Up,miRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24874111/,miRNA
miR-152,Up,miRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24874111/,miRNA
miR-195,Up,miRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24874111/,miRNA
miR-223,Up,miRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24874111/,miRNA
miR-486,Up,miRNA,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24874111/,miRNA
miR-378,Down,miRNA,Muscle,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24874111/,miRNA
Fasn,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24874111/,Mouse_gene_symbol
Txn,Up,Protein,BAT,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24777704/,Mouse_gene_symbol
Txn,Up,Protein,WAT,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24777704/,Mouse_gene_symbol
Sod1,Up,Protein,WAT,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24777704/,Mouse_gene_symbol
Sod2,Up,Protein,WAT,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24777704/,Mouse_gene_symbol
miR-21,Up,miRNA,Brain,Little brown bat,https://pubmed.ncbi.nlm.nih.gov/24768722/,miRNA
miR-29b,Up,miRNA,Brain,Little brown bat,https://pubmed.ncbi.nlm.nih.gov/24768722/,miRNA
miR-103,Up,miRNA,Brain,Little brown bat,https://pubmed.ncbi.nlm.nih.gov/24768722/,miRNA
miR-107,Up,miRNA,Brain,Little brown bat,https://pubmed.ncbi.nlm.nih.gov/24768722/,miRNA
miR-124a,Up,miRNA,Brain,Little brown bat,https://pubmed.ncbi.nlm.nih.gov/24768722/,miRNA
miR-132,Up,miRNA,Brain,Little brown bat,https://pubmed.ncbi.nlm.nih.gov/24768722/,miRNA
miR-133a,Down,miRNA,Brain,Little brown bat,https://pubmed.ncbi.nlm.nih.gov/24768722/,miRNA
miR-134,Down,miRNA,Brain,Little brown bat,https://pubmed.ncbi.nlm.nih.gov/24768722/,miRNA
miR-181b,Up,miRNA,Brain,Little brown bat,https://pubmed.ncbi.nlm.nih.gov/24768722/,miRNA
miR-183,Up,miRNA,Brain,Little brown bat,https://pubmed.ncbi.nlm.nih.gov/24768722/,miRNA
Aass,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Acadsb,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Acat2,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Aldh1b1,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Aldh1l1,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Aldh7a1,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Aldob,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Cat,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Clybl,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Comt,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Cps1,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Dbt,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Dcxr,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Dhtkd1,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Dld,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Dmgdh,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Fabp7,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Galk1,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Gapdh,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Gart,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Glul,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Gnmt,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Gpt,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Gsta1,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Gstt1,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Hibadh,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Ivd,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Mat1a,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Mdh1,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Mpst,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Mthfd1,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Ndufs8,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Cbx4,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Pcca,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Pck2,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Ppa2,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Prdx3,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Rgn,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Sult2b1,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Tkt,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Tpmt,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Upb1,Down,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Aars,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Aco2,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Acox1,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Actb,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Actg1,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Actn4,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Adk,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Agmat,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Arhgdia,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Get3,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Ckb,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Cyb5a,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Ech1,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Eif3i,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Eif5a,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Fabp1,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Rmdn1,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Gclm,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Gpd2,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Hmgcs2,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Hsp90b1,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Hspa5,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Immt,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Lta4h,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Ndufs3,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Pdia6,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Psmc3,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Psmd5,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Ran,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Rbp1,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Rpsa,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Sat1,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Sod1,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Spr,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Strap,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Tmod3,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Uba1,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Usp5,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Ywhab,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24642758/,Mouse_gene_symbol
Tia1,Up,Protein,Liver,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24590458/,Mouse_gene_symbol
Foxo3,Up,Protein,Muscle,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24493314/,Mouse_gene_symbol
Cdkn1b,Up,Protein,Muscle,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24493314/,Mouse_gene_symbol
Ccng2,Up,Protein,Muscle,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24493314/,Mouse_gene_symbol
Cat,Up,Protein,Muscle,Thirteen-lined ground squirrel,https://pubmed.ncbi.nlm.nih.gov/24493314/,Mouse_gene_symbol
Alb,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
Fgg,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
Ppa1,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
Eno2,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
Snw1,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
Psmc2,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
Spta1,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
Idh3a,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
Tcp1,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
Ckb,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
Klc2,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
Act5,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
Palm,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
Cyc1,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
Aars,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
Nefl,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
Mdh2,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
Nsf,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
Vcp,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
Vdac1,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
Atp5b,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
Hgd,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
Lamtor1,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
Dlst,Down,Protein,Brain,Rickett's big-footed bat,https://pubmed.ncbi.nlm.nih.gov/24434588/,Mouse_gene_symbol
